genome	module	desc	find	need	completeness
AO.94	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.146	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.64	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.139	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.46	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.28	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.21	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.72	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.108	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.102	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.89	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.92	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.34	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.64	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.73	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.144	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.51	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.71	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.151	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.130	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.78	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.75	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.63	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.77	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.134	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.106	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.39	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.57	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.101	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.4	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.87	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.53	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.5	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.109	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.48	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.21	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.24	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.150	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.132	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.48	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.100	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.29	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.86	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.93	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.31	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.58	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.8	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.28	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.10	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.90	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.50	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.16	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.49	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.42	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.40	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.154	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.57	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.54	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.142	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.158	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.63	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.74	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.12	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.147	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.40	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.74	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.78	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.61	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.35	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.104	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.67	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
AO.53	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.25	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.66	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.18	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.91	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.33	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.3	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.68	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.15	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.2	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.41	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
A2O.155	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	1	2	50
A2O.152	M00006	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2	2	100
AO.75	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.83	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.129	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.72	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.138	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.116	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.95	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.39	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.97	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.43	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.62	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.52	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.131	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.62	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.76	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.83	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.98	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.85	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.52	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.79	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.159	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.7	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.3	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.80	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.126	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.93	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.76	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.30	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.113	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.81	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.85	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.114	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.16	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.50	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.98	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.84	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.135	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.122	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.44	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.59	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.88	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.32	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.11	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.43	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.97	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.32	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.17	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.94	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.58	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.87	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.10	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.9	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.14	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.149	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.22	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.133	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.25	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.99	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.117	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.71	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.38	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.26	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.128	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.27	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.88	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.99	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.86	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.143	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.92	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.56	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.105	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.14	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.66	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.27	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.94	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.54	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.146	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.139	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.70	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.124	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.118	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.46	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.28	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.21	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.45	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.108	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.102	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.60	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.89	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.92	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.36	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.34	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.64	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.73	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.148	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.30	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.156	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.2	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.144	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.80	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.51	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.91	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.71	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.20	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.151	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.51	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.130	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.79	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.78	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
AO.1	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.89	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.112	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.69	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.75	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.107	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.140	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.136	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.63	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.9	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.61	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.35	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.77	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.26	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.134	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.153	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.106	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.39	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.57	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.82	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.111	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.101	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.24	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.4	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.87	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.6	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.53	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.5	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.109	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.48	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.121	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.68	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.47	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.21	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.125	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.73	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.24	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.150	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.49	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.6	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.123	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.132	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.48	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.100	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.65	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.29	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.55	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.84	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.37	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.19	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.81	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.86	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.11	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.93	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.31	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.58	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.15	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.8	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.28	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.18	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.90	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.50	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.95	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.16	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.49	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.42	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.13	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.40	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.46	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.67	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.57	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.115	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	4	8	50
A2O.142	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.13	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.158	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.65	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.41	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.38	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.77	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.74	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.12	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.90	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.20	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.147	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.56	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.40	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.74	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.127	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.78	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.61	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.35	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.12	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.33	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.104	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.5	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.67	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.82	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.42	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.53	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.25	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.157	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.66	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.17	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.36	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.37	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.18	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.91	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.23	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.33	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.141	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
A2O.119	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	6	8	75
AO.3	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.68	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.29	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.22	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
A2O.15	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
AO.59	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.2	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	7	8	87.5
